,Equation Number,Equation Output
204,254,"(-1x + (-2)) = (-3x + 4)
 | None((-1x + (-2)) - (-2)) = ((-3x + 4) - (-2)) | sub (-2)-1x = ((-3x + 4) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + (-2)) - (-2))~((-2) - (-2))~(-1x + 0)-1x = (-3x + (4 - (-2))) | assoc 0.1, ((-3x + 4) - (-2))2x = ((4 - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + (4 - (-2)))~(((4 - (-2)) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = 6 | eval~eval 0.1.0~0.1, (4 - (-2))~(6 + 0)x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(6 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
205,255,"((-1) / (-2)) = x
 | Nonex = ((-1) / (-2)) | reflx = [1/2] | eval 0.1, ((-1) / (-2))"
206,257,"((-1) + -2x) = 3
 | None-2x = 4 | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {(-1)~(3 - (-1))~((-1) + -2x)}~{((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)}x = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(4 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
207,258,"((-1) - 2) = ((-3x + 4) - 5)
 | None((-3x + 4) - 5) = ((-1) - 2) | refl((-3x + 4) - 5) = (-3) | eval 0.1, ((-1) - 2)(-3x + 4) = 2 | {add~eval~comm~assoc~comm}~{assoc~eval~add0} {$~0.1~0.0~0.0~0.0.0}~{0.0~0.0.1~0.0}, {5~((-3) + 5)~(((-3x + 4) - 5) + 5)~(5 + ((-3x + 4) - 5))~(5 + (-3x + 4))}~{(((-3x + 4) + 5) - 5)~(5 - 5)~((-3x + 4) + 0)}-3x = (-2) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 4~{((-3x + 4) - 4)~(4 - 4)~(2 - 4)~(-3x + 0)}x = [2/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-2) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
208,259,"(-1x - 2) = 3x
 | None3x = (-1x - 2) | refl3x = (-1x + (-2)) | subsub 0.1, (-1x - 2)4x = ((-2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -1x~(3x - -1x)~(-1x + (-2))~(((-2) + -1x) - -1x)~(-1x - -1x)~(3 - (-1))4x = (-2) | eval 0.1, ((-2) + 0)x = ([-1/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~((-2) / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
209,261,"1x = ((-2) - 3)
 | None1x = (-5) | eval 0.1, ((-2) - 3)x = (-5) | mul1 0.0, 1x"
210,262,"(1x - 2) = (3x - 4)
 | None(1x + (-2)) = (3x - 4) | subsub 0.0, (1x - 2)((1x + (-2)) - (-2)) = ((3x - 4) - (-2)) | sub (-2)1x = ((3x - 4) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + (-2)) - (-2))~((-2) - (-2))~(1x + 0)1x = ((3x + (-4)) - (-2)) | subsub 0.1.0, (3x - 4)1x = (3x + ((-4) - (-2))) | assoc 0.1, ((3x + (-4)) - (-2))-2x = (((-4) - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + ((-4) - (-2)))~((((-4) - (-2)) + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = (-2) | eval~eval 0.1.0~0.1, ((-4) - (-2))~((-2) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-2) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
211,263,"(-1x + 2x) = ((-3) - 4)
 | None(((-1) + 2) * x) = ((-3) - 4) | dist 0.0, (-1x + 2x)1x = ((-3) - 4) | eval 0.0.0, ((-1) + 2)1x = (-7) | eval 0.1, ((-3) - 4)x = (-7) | mul1 0.0, 1x"
212,264,"(-1) = (2x + (-3))
 | None(2x + (-3)) = (-1) | refl2x = 2 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((2x + (-3)) - (-3))~((-3) - (-3))~((-1) - (-3))~(2x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(2 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
213,265,"(1x - 2) = (-3)
 | None1x = (-1) | {add~eval~comm~assoc~comm}~{assoc~eval~add0} {$~0.1~0.0~0.0~0.0.0}~{0.0~0.0.1~0.0}, {2~((-3) + 2)~((1x - 2) + 2)~(2 + (1x - 2))~(2 + 1x)}~{((1x + 2) - 2)~(2 - 2)~(1x + 0)}x = (-1) | mul1 0.0, 1x"
214,266,"(1x + (-2)) = 3
 | Nonex = 5 | sub~{assoc~eval~eval~add0}~mul1 $~{0.0~0.0.1~0.1~0.0}~0.0, (-2)~{((1x + (-2)) - (-2))~((-2) - (-2))~(3 - (-2))~(1x + 0)}~1x"
215,267,"(((-1) - 2x) - 3) = 4x
 | None4x = (((-1) - 2x) - 3) | refl4x = (((-1) + -2x) - 3) | subsub 0.1.0, ((-1) - 2x)4x = ((-2x + (-1)) - 3) | comm 0.1.0, ((-1) + -2x)4x = (-2x + ((-1) - 3)) | assoc 0.1, ((-2x + (-1)) - 3)6x = (((-1) - 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(4x - -2x)~(-2x + ((-1) - 3))~((((-1) - 3) + -2x) - -2x)~(-2x - -2x)~(4 - (-2))6x = (-4) | eval~eval 0.1.0~0.1, ((-1) - 3)~((-4) + 0)x = ([-2/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~((-4) / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
216,268,"(((1 / x) * x) + 2x) = 3x
 | None3x = (((1 / x) * x) + 2x) | refl3x = (((1 / x) + 2) * x) | dist 0.1, (((1 / x) * x) + 2x)3x = (x * ((1 / x) + 2)) | comm 0.1, (((1 / x) + 2) * x)(3x + 1) = ((x * ((1 / x) + 2)) + 1) | add 1((3x + 1) - 1) = (((x * ((1 / x) + 2)) + 1) - 1) | sub 13x = (((x * ((1 / x) + 2)) + 1) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((3x + 1) - 1)~(1 - 1)~(3x + 0)(3x * 1) = ((((x * ((1 / x) + 2)) + 1) - 1) * 1) | mul 13x = ((((x * ((1 / x) + 2)) + 1) - 1) * 1) | mul1 0.0, (3x * 1)3x = (1 * (((x * ((1 / x) + 2)) + 1) - 1)) | comm 0.1, ((((x * ((1 / x) + 2)) + 1) - 1) * 1)(x * 3) = (1 * (((x * ((1 / x) + 2)) + 1) - 1)) | comm 0.0, 3x(x * 3) = (1 * (((((1 / x) + 2) * x) + 1) - 1)) | comm 0.1.1.0.0, (x * ((1 / x) + 2))(x * 3) = ((((((1 / x) + 2) * x) + 1) - 1) * 1) | comm 0.1, (1 * (((((1 / x) + 2) * x) + 1) - 1))(x * 3) = ((((1 / x) + 2) * x) * 1) | assoc~eval~add0 0.1.0~0.1.0.1~0.1.0, (((((1 / x) + 2) * x) + 1) - 1)~(1 - 1)~((((1 / x) + 2) * x) + 0)3x = ((((1 / x) + 2) * x) * 1) | comm 0.0, (x * 3)3x = (1 * (((1 / x) + 2) * x)) | comm 0.1, ((((1 / x) + 2) * x) * 1)3x = (1 * ((2 + (1 / x)) * x)) | comm 0.1.1.0, ((1 / x) + 2)3x = (1 * (2x + ((1 / x) * x))) | dist 0.1.1, ((2 + (1 / x)) * x)3x = (1 * (2x + (x * (1 / x)))) | comm 0.1.1.1, ((1 / x) * x)3x = (1 * (2x + ((x * 1) / x))) | assoc 0.1.1.1, (x * (1 / x))3x = (1 * (2x + (1x / x))) | comm 0.1.1.1.0, (x * 1)3x = (1 * (2x + (1 * (x / x)))) | assoc 0.1.1.1, (1x / x)3x = (1 * (2x + (1 * 1))) | div_self 0.1.1.1.1, (x / x)3x = (2x + (1 * 1)) | mul1 0.1, (1 * (2x + (1 * 1)))1x = ((1 * 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(3x - 2x)~(2x + (1 * 1))~(((1 * 1) + 2x) - 2x)~(2x - 2x)~(3 - 2)1x = 1 | eval~eval 0.1.0~0.1, (1 * 1)~(1 + 0)x = 1 | mul1 0.0, 1x"
217,269,"(((-1) - 2x) + 3x) = 4
 | None(3x + ((-1) - 2x)) = 4 | comm 0.0, (((-1) - 2x) + 3x)(3x + ((-1) + -2x)) = 4 | subsub 0.0.1, ((-1) - 2x)(3x + (-2x + (-1))) = 4 | comm 0.0.1, ((-1) + -2x)((3x + -2x) + (-1)) = 4 | assoc 0.0, (3x + (-2x + (-1)))(((3 + (-2)) * x) + (-1)) = 4 | dist 0.0.0, (3x + -2x)(1x + (-1)) = 4 | eval 0.0.0.0, (3 + (-2))x = 5 | sub~{assoc~eval~eval~add0}~mul1 $~{0.0~0.0.1~0.1~0.0}~0.0, (-1)~{((1x + (-1)) - (-1))~((-1) - (-1))~(4 - (-1))~(1x + 0)}~1x"
218,270,"(-1x + 2) = ((-3) - 4x)
 | None((-1x + 2) - 2) = (((-3) - 4x) - 2) | sub 2-1x = (((-3) - 4x) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (((-3) + -4x) - 2) | subsub 0.1.0, ((-3) - 4x)-1x = ((-4x + (-3)) - 2) | comm 0.1.0, ((-3) + -4x)-1x = (-4x + ((-3) - 2)) | assoc 0.1, ((-4x + (-3)) - 2)3x = (((-3) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + ((-3) - 2))~((((-3) - 2) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = (-5) | eval~eval 0.1.0~0.1, ((-3) - 2)~((-5) + 0)x = ([-5/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~((-5) / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
219,271,"x = ((-1) / (-2))
 | Nonex = [1/2] | eval 0.1, ((-1) / (-2))"
220,272,"(1x + (-2)) = (-3)
 | Nonex = (-1) | sub~{assoc~eval~eval~add0}~mul1 $~{0.0~0.0.1~0.1~0.0}~0.0, (-2)~{((1x + (-2)) - (-2))~((-2) - (-2))~((-3) - (-2))~(1x + 0)}~1x"
221,273,"x = ((-1) / 2)
 | Nonex = ([-1/2]) | eval 0.1, ((-1) / 2)"
222,275,"((-1x - 2) - 3x) = 4
 | None((-1x - 3x) - 2) = 4 | sub_comm 0.0, ((-1x - 2) - 3x)(-1x - 3x) = 6 | {add~eval~comm~assoc~comm}~{assoc~eval~add0} {$~0.1~0.0~0.0~0.0.0}~{0.0~0.0.1~0.0}, {2~(4 + 2)~(((-1x - 3x) - 2) + 2)~(2 + ((-1x - 3x) - 2))~(2 + (-1x - 3x))}~{(((-1x - 3x) + 2) - 2)~(2 - 2)~((-1x - 3x) + 0)}(((-1) - 3) * x) = 6 | dist 0.0, (-1x - 3x)-4x = 6 | eval 0.0.0, ((-1) - 3)x = ([-3/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~(6 / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
223,276,"1x = (2x - 3)
 | None1x = (2x + (-3)) | subsub 0.1, (2x - 3)-1x = ((-3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(1x - 2x)~(2x + (-3))~(((-3) + 2x) - 2x)~(2x - 2x)~(1 - 2)-1x = (-3) | eval 0.1, ((-3) + 0)x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-3) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
224,277,"((-1x - 1x) + 2) = (-3)
 | None((((-1) - 1) * x) + 2) = (-3) | dist 0.0.0, (-1x - 1x)(((-1) - 1) * x) = (-5) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{(((((-1) - 1) * x) + 2) - 2)~(2 - 2)~((-3) - 2)~((((-1) - 1) * x) + 0)}-2x = (-5) | eval 0.0.0, ((-1) - 1)x = [5/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-5) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
225,278,"(1x - -2x) = ((-3x + 4) - -5x)
 | None((1 - (-2)) * x) = ((-3x + 4) - -5x) | dist 0.0, (1x - -2x)((1 - (-2)) * x) = ((-3x + 4) + 5x) | subsub 0.1, ((-3x + 4) - -5x)3x = ((-3x + 4) + 5x) | eval 0.0.0, (1 - (-2))3x = (5x + (-3x + 4)) | comm 0.1, ((-3x + 4) + 5x)-2x = ((-3x + 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 5x~(3x - 5x)~(5x + (-3x + 4))~(((-3x + 4) + 5x) - 5x)~(5x - 5x)~(3 - 5)-2x = (-3x + 4) | add0 0.1, ((-3x + 4) + 0)1x = (4 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-2x - -3x)~(-3x + 4)~((4 + -3x) - -3x)~(-3x - -3x)~((-2) - (-3))1x = 4 | eval 0.1, (4 + 0)x = 4 | mul1 0.0, 1x"
226,279,"1x = ((2x - 3) - 4)
 | None1x = ((2x + (-3)) - 4) | subsub 0.1.0, (2x - 3)1x = (2x + ((-3) - 4)) | assoc 0.1, ((2x + (-3)) - 4)-1x = (((-3) - 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(1x - 2x)~(2x + ((-3) - 4))~((((-3) - 4) + 2x) - 2x)~(2x - 2x)~(1 - 2)-1x = (-7) | eval~eval 0.1.0~0.1, ((-3) - 4)~((-7) + 0)x = 7 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-7) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
227,280,"(1 - 2x) = (3x - 4)
 | None(1 + -2x) = (3x - 4) | subsub 0.0, (1 - 2x)(-2x + 1) = (3x - 4) | comm 0.0, (1 + -2x)((-2x + 1) - 1) = ((3x - 4) - 1) | sub 1((-2x + 1) - 1) = ((3x + (-4)) - 1) | subsub 0.1.0, (3x - 4)-2x = ((3x + (-4)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (3x + ((-4) - 1)) | assoc 0.1, ((3x + (-4)) - 1)-5x = (((-4) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-2x - 3x)~(3x + ((-4) - 1))~((((-4) - 1) + 3x) - 3x)~(3x - 3x)~((-2) - 3)-5x = (-5) | eval~eval 0.1.0~0.1, ((-4) - 1)~((-5) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~((-5) / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
228,281,"-1x = ((2 - 3x) + 4)
 | None-1x = ((2 + -3x) + 4) | subsub 0.1.0, (2 - 3x)-1x = ((-3x + 2) + 4) | comm 0.1.0, (2 + -3x)-1x = (-3x + (2 + 4)) | assoc 0.1, ((-3x + 2) + 4)2x = ((2 + 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + (2 + 4))~(((2 + 4) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = 6 | eval~eval 0.1.0~0.1, (2 + 4)~(6 + 0)x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(6 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
229,282,"((-1) + 2x) = (-3x + 4)
 | None(2x + (-1)) = (-3x + 4) | comm 0.0, ((-1) + 2x)((2x + (-1)) - (-1)) = ((-3x + 4) - (-1)) | sub (-1)2x = ((-3x + 4) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (-3x + (4 - (-1))) | assoc 0.1, ((-3x + 4) - (-1))5x = ((4 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(2x - -3x)~(-3x + (4 - (-1)))~(((4 - (-1)) + -3x) - -3x)~(-3x - -3x)~(2 - (-3))5x = 5 | eval~eval 0.1.0~0.1, (4 - (-1))~(5 + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~(5 / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
230,283,"x = (1 / 2) | Nonex = [1/2] | eval 0.1, (1 / 2)"
